name,wikipedia_link,image_link,sci_name
Garnet pitta,https://wikipedia.org/wiki/Garnet_pitta,https://en.wikipedia.org/wiki/File:Pitta_granatina_gr%C3%A1n%C3%A1tpitta.jpg,Pitta granatina gránátpitta
Garnet robin,https://wikipedia.org/wiki/Garnet_robin,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.135068_1_-_Eugerygone_rubra_saturatior_Mayr,_1931_-_Eopsaltriidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.135068 1   Eugerygone rubra saturatior Mayr, 1931   Eopsaltriidae   bird skin specimen.jpeg"
Garnet-throated hummingbird,https://wikipedia.org/wiki/Garnet-throated_hummingbird,https://en.wikipedia.org/wiki/File:Garnet-throated_Hummingbird_-_Mexico_S4E7405.jpg,Garnet throated Hummingbird   Mexico S4E7405
Garrett's reed warbler,https://wikipedia.org/wiki/Garrett%27s_reed_warbler,https://en.wikipedia.org/wiki/File:Acrocephalus_caffer_musae.jpg,Acrocephalus caffer musae
Gartered trogon,https://wikipedia.org/wiki/Gartered_trogon,https://en.wikipedia.org/wiki/File:Gartered_Trogon_-_Mexico_S4E9784.jpg,Gartered Trogon   Mexico S4E9784
Geelvink pygmy parrot,https://wikipedia.org/wiki/Geelvink_pygmy_parrot,https://en.wikipedia.org/wiki/File:NasiternaGeelvinkianaKeulemans.jpg,NasiternaGeelvinkianaKeulemans
Genovesa cactus finch,https://wikipedia.org/wiki/Genovesa_cactus_finch,"https://en.wikipedia.org/wiki/File:Genovesa_Cactus_Finch_(Geospiza_propinqua),_female,_Genovesa.jpg","Genovesa Cactus Finch (Geospiza propinqua), female, Genovesa"
Genovesa ground finch,https://wikipedia.org/wiki/Genovesa_ground_finch,"https://en.wikipedia.org/wiki/File:Genovesa_Ground_Finch_(Geospiza_acutirostris),_female.jpg","Genovesa Ground Finch (Geospiza acutirostris), female"
Gentoo penguin,https://wikipedia.org/wiki/Gentoo_penguin,https://en.wikipedia.org/wiki/File:Brown_Bluff-2016-Tabarin_Peninsula%E2%80%93Gentoo_penguin_(Pygoscelis_papua)_03.jpg,Brown Bluff 2016 Tabarin Peninsula–Gentoo penguin (Pygoscelis papua) 03
Geoffroy's daggerbill,https://wikipedia.org/wiki/Geoffroy%27s_daggerbill,https://en.wikipedia.org/wiki/File:Schistes_geoffroyi_(Pico_de_cu%C3%B1a)_(22653616465).jpg,Schistes geoffroyi (Pico de cuña) (22653616465)
Geomalia,https://wikipedia.org/wiki/Geomalia,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.6654_2_-_Geomalia_heinrichi_matinangensis_Stresemann,_1931_-_Turdidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.6654 2   Geomalia heinrichi matinangensis Stresemann, 1931   Turdidae   bird skin specimen.jpeg"
Germain's peacock-pheasant,https://wikipedia.org/wiki/Germain%27s_peacock-pheasant,https://en.wikipedia.org/wiki/File:Polyplectron_germaini_-Diergaarde_Blijdorp-8.jpg,Polyplectron germaini  Diergaarde Blijdorp 8
Germain's swiftlet,https://wikipedia.org/wiki/Germain%27s_swiftlet,https://en.wikipedia.org/wiki/File:Germain%27s_swiftlet.jpg,Germain's swiftlet
Giant antpitta,https://wikipedia.org/wiki/Giant_antpitta,https://en.wikipedia.org/wiki/File:Grallaria_gigantea.jpg,Grallaria gigantea
Giant antshrike,https://wikipedia.org/wiki/Giant_antshrike,https://en.wikipedia.org/wiki/File:Batara_cinerea_-_Giant_Antshrike.jpg,Batara cinerea   Giant Antshrike
Giant babax,https://wikipedia.org/wiki/Giant_babax,https://en.wikipedia.org/wiki/File:IanthocinclaTreacheriKeulemans.jpg,Stub icon
Giant conebill,https://wikipedia.org/wiki/Giant_conebill,"https://en.wikipedia.org/wiki/File:Giant_Conebill,_Cajas,_Ecuador_(5771232969).jpg",Small brown and grey bird perching on a branch
Giant coot,https://wikipedia.org/wiki/Giant_coot,https://en.wikipedia.org/wiki/File:Fulica_gigantea_Chile.jpg,Fulica gigantea Chile
Giant coua,https://wikipedia.org/wiki/Giant_coua,https://en.wikipedia.org/wiki/File:Giant_Coua.jpg,Giant Coua
Giant cowbird,https://wikipedia.org/wiki/Giant_cowbird,https://en.wikipedia.org/wiki/File:Molothrus_oryzivorus.jpg,Molothrus oryzivorus
Giant honeyeater,https://wikipedia.org/wiki/Giant_honeyeater,https://en.wikipedia.org/wiki/File:Easternspinebill.jpg,Stub icon
Giant hummingbird,https://wikipedia.org/wiki/Giant_hummingbird,https://en.wikipedia.org/wiki/File:Patagona_gigas.jpg,Patagona gigas
Giant ibis,https://wikipedia.org/wiki/Giant_ibis,https://en.wikipedia.org/wiki/File:ThaumantibisGiganteaGronvold.jpg,ThaumantibisGiganteaGronvold
Giant kingbird,https://wikipedia.org/wiki/Giant_kingbird,https://en.wikipedia.org/wiki/File:GIANT_KINGBIRD_Tyrannus_cubensis_(8466755405).jpg,GIANT KINGBIRD Tyrannus cubensis (8466755405)
Giant kingfisher,https://wikipedia.org/wiki/Giant_kingfisher,https://en.wikipedia.org/wiki/File:Giant_kingfisher_(Megaceryle_maxima)_male.jpg,Giant kingfisher (Megaceryle maxima) male
Giant laughingthrush,https://wikipedia.org/wiki/Giant_laughingthrush,https://en.wikipedia.org/wiki/File:Giantlaughingthrush.jpg,Giantlaughingthrush
Giant nuthatch,https://wikipedia.org/wiki/Giant_nuthatch,https://en.wikipedia.org/wiki/File:Giant_nuthatch_(Sitta_magna).jpg,Giant nuthatch (Sitta magna)
Giant pitta,https://wikipedia.org/wiki/Giant_pitta,https://en.wikipedia.org/wiki/File:Pitta_caerulea_qtl1.jpg,Pitta caerulea qtl1
Giant scops owl,https://wikipedia.org/wiki/Giant_scops_owl,https://en.wikipedia.org/wiki/File:Otus_gurneyi_2004_stamp%2Bcard_of_the_Philippines_2.jpg,Otus gurneyi 2004 stamp+card of the Philippines 2
Giant snipe,https://wikipedia.org/wiki/Giant_snipe,"https://en.wikipedia.org/wiki/File:Giant_Snipe,_Gallinago_undulata.jpg","Giant Snipe, Gallinago undulata"
Giant sunbird,https://wikipedia.org/wiki/Giant_sunbird,https://en.wikipedia.org/wiki/File:The_birds_of_Africa_(Pl._V)_(7837797768).jpg,The birds of Africa (Pl. V) (7837797768)
Giant swiftlet,https://wikipedia.org/wiki/Giant_swiftlet,https://en.wikipedia.org/wiki/File:Rubythroathummer65.jpg,Stub icon
Giant weaver,https://wikipedia.org/wiki/Giant_weaver,https://en.wikipedia.org/wiki/File:Ploceus_grandis_cropped.jpg,Ploceus grandis cropped
Giant white-eye,https://wikipedia.org/wiki/Giant_white-eye,https://en.wikipedia.org/wiki/File:Giant_White-eye_Palau_Greater_White-eye_Megazosterops_palauensis_photographed_on_Peleliu_on_08_June_2013_by_Devon_Pike.jpg,Giant White eye Palau Greater White eye Megazosterops palauensis photographed on Peleliu on 08 June 2013 by Devon Pike
Giant wood rail,https://wikipedia.org/wiki/Giant_wood_rail,https://en.wikipedia.org/wiki/File:Aramides_ypecaha_-Argentina-8.jpg,Aramides ypecaha  Argentina 8
Giant wren,https://wikipedia.org/wiki/Giant_wren,https://en.wikipedia.org/wiki/File:Giant_Wren_-_Chiapas_-_Mexico_S4E7860_(17166671332).jpg,Giant Wren   Chiapas   Mexico S4E7860 (17166671332)
Gibberbird,https://wikipedia.org/wiki/Gibberbird,https://en.wikipedia.org/wiki/File:Gibberbird_(Ashbyia_lovensis)_(8079667538).jpg,Gibberbird (Ashbyia lovensis) (8079667538)
Gila woodpecker,https://wikipedia.org/wiki/Gila_woodpecker,https://en.wikipedia.org/wiki/File:Gila_Woodpecker.jpeg,Gila Woodpecker.jpeg
Gilbert's honeyeater,https://wikipedia.org/wiki/Gilbert%27s_honeyeater,https://en.wikipedia.org/wiki/File:Westernwhitenapedhoneyeater.jpg,Westernwhitenapedhoneyeater
Gilbert's whistler,https://wikipedia.org/wiki/Gilbert%27s_whistler,https://en.wikipedia.org/wiki/File:Gilbert%27s_Whistler_(4514112118).jpg,Gilbert's Whistler (4514112118)
Gilded barbet,https://wikipedia.org/wiki/Gilded_barbet,https://en.wikipedia.org/wiki/File:F_de_Castelnau-oiseauxPl8.jpg,F de Castelnau oiseauxPl8
Gilded flicker,https://wikipedia.org/wiki/Gilded_flicker,https://en.wikipedia.org/wiki/File:Gilded_Flicker_(Colaptes_chrysoides)_on_top_of_cactus.jpg,Male on top of a cactus
Gilded sapphire,https://wikipedia.org/wiki/Gilded_sapphire,https://en.wikipedia.org/wiki/File:Hylocharis_chrysura_2.jpg,Hylocharis chrysura 2
Gillett's lark,https://wikipedia.org/wiki/Gillett%27s_lark,"https://en.wikipedia.org/wiki/File:The_birds_of_Africa_(10575608303),_Mirafra_gilletti.jpg","The birds of Africa (10575608303), Mirafra gilletti"
Gilliard's honeyeater,https://wikipedia.org/wiki/Gilliard%27s_honeyeater,https://en.wikipedia.org/wiki/File:Wikispecies-logo.svg,
Gilt-edged tanager,https://wikipedia.org/wiki/Gilt-edged_tanager,https://en.wikipedia.org/wiki/File:Tangara_cyanoventris.jpg,Tangara cyanoventris
Gizo white-eye,https://wikipedia.org/wiki/Gizo_white-eye,https://en.wikipedia.org/wiki/File:Zosterops_poliogastrus_kikuyuensis.jpg,Stub icon
Glaucous gull,https://wikipedia.org/wiki/Glaucous_gull,https://en.wikipedia.org/wiki/File:Glacous_Gull_on_ice.jpg,Glacous Gull on ice
Glaucous macaw,https://wikipedia.org/wiki/Glaucous_macaw,https://en.wikipedia.org/wiki/File:Anodorhynchus_glaucus.jpg,Anodorhynchus glaucus
Glaucous tanager,https://wikipedia.org/wiki/Glaucous_tanager,https://en.wikipedia.org/wiki/File:Thraupis_glaucocolpa.jpg,Thraupis glaucocolpa
Glaucous-blue grosbeak,https://wikipedia.org/wiki/Glaucous-blue_grosbeak,https://en.wikipedia.org/wiki/File:Cyanoloxia_glaucocaerulea_-_Glaucous-blue_Grosbeak.jpg,Cyanoloxia glaucocaerulea   Glaucous blue Grosbeak
Glaucous-winged gull,https://wikipedia.org/wiki/Glaucous-winged_gull,https://en.wikipedia.org/wiki/File:Glaucous-winged_gull.jpg,Glaucous winged gull
Glistening-green tanager,https://wikipedia.org/wiki/Glistening-green_tanager,https://en.wikipedia.org/wiki/File:Glistening-green_Tanager.jpeg,Glistening green Tanager.jpeg
Glittering kingfisher,https://wikipedia.org/wiki/Glittering_kingfisher,https://en.wikipedia.org/wiki/File:Glittering_Kingfisher.jpg,Glittering Kingfisher
Glittering-bellied emerald,https://wikipedia.org/wiki/Glittering-bellied_emerald,https://en.wikipedia.org/wiki/File:Picaflor_gemm_y_filtered.jpg,Picaflor gemm y filtered
Glittering-throated emerald,https://wikipedia.org/wiki/Glittering-throated_emerald,https://en.wikipedia.org/wiki/File:Amazilia_fimbriata.jpg,Amazilia fimbriata
Glossy antshrike,https://wikipedia.org/wiki/Glossy_antshrike,https://en.wikipedia.org/wiki/File:Sakesphorus_luctuosus_-_Glossy_Antshrike.JPG,Sakesphorus luctuosus   Glossy Antshrike.JPG
Glossy black cockatoo,https://wikipedia.org/wiki/Glossy_black_cockatoo,https://en.wikipedia.org/wiki/File:Glossy_Black_Cockatoo_(Calyptorhynchus_lathami).jpg,Glossy Black Cockatoo (Calyptorhynchus lathami)
Glossy flowerpiercer,https://wikipedia.org/wiki/Glossy_flowerpiercer,https://en.wikipedia.org/wiki/File:Diglossa_lafresnayii.jpg,Diglossa lafresnayii
Glossy ibis,https://wikipedia.org/wiki/Glossy_ibis,https://en.wikipedia.org/wiki/File:Glossy_Ibis_-_Fogg_Dam_Conservation_Reserve.jpg,Glossy Ibis   Fogg Dam Conservation Reserve
Glossy swiftlet,https://wikipedia.org/wiki/Glossy_swiftlet,https://en.wikipedia.org/wiki/File:Glossy_Swiftlets_(Collocalia_esculenta)_(8127975211).jpg,Glossy Swiftlets (Collocalia esculenta) (8127975211)
Glossy-backed becard,https://wikipedia.org/wiki/Glossy-backed_becard,"https://en.wikipedia.org/wiki/File:Pachyramphus_surinamus_-_Glossy-backed_Becard_male;_Botanic_Garden_Tower,_Manaus,_Amazonas,_Brazil.jpg","Pachyramphus surinamus   Glossy backed Becard male; Botanic Garden Tower, Manaus, Amazonas, Brazil"
Glossy-backed drongo,https://wikipedia.org/wiki/Glossy-backed_drongo,"https://en.wikipedia.org/wiki/File:Glossy-backed_Drongo_(Dicrurus_divaricatus),_Kotu_Beach,_Gambia_(crop).jpg","Glossy backed Drongo (Dicrurus divaricatus), Kotu Beach, Gambia (crop)"
Glossy-black thrush,https://wikipedia.org/wiki/Glossy-black_thrush,https://en.wikipedia.org/wiki/File:Glossy-black_Thrush_RWD3.jpg,Glossy black Thrush RWD3
Glossy-mantled manucode,https://wikipedia.org/wiki/Glossy-mantled_manucode,https://en.wikipedia.org/wiki/File:Manucodia_ater.jpg,Manucodia ater
Glowing puffleg,https://wikipedia.org/wiki/Glowing_puffleg,https://en.wikipedia.org/wiki/File:Eriocnemis_vestitus.jpg,Eriocnemis vestitus
Glow-throated hummingbird,https://wikipedia.org/wiki/Glow-throated_hummingbird,https://en.wikipedia.org/wiki/File:Selasphorus_ardens_1902.jpg,Selasphorus ardens 1902
Godlewski's bunting,https://wikipedia.org/wiki/Godlewski%27s_bunting,https://en.wikipedia.org/wiki/File:Godlewski%27s_Bunting_(Emberiza_godlewskii)_(16804118611).jpg,Godlewski's Bunting (Emberiza godlewskii) (16804118611)
Goeldi's antbird,https://wikipedia.org/wiki/Goeldi%27s_antbird,https://en.wikipedia.org/wiki/File:Akletos_goeldii_-_Goeldi%27s_antbird_(male).jpg,Akletos goeldii   Goeldi's antbird (male)
Gola malimbe,https://wikipedia.org/wiki/Gola_malimbe,N/A,N/A
Goldcrest,https://wikipedia.org/wiki/Goldcrest,https://en.wikipedia.org/wiki/File:Goldcrest_1.jpg,Goldcrest 1
Golden babbler,https://wikipedia.org/wiki/Golden_babbler,https://en.wikipedia.org/wiki/File:Golden_Babbler_-_Bhutan.jpg,Golden Babbler   Bhutan
Golden bowerbird,https://wikipedia.org/wiki/Golden_bowerbird,https://en.wikipedia.org/wiki/File:Prionodura_newtoniana_by_Bowdler_Sharpe.jpg,Prionodura newtoniana by Bowdler Sharpe
Golden bush robin,https://wikipedia.org/wiki/Golden_bush_robin,https://en.wikipedia.org/wiki/File:Golden_Bush_Robin_Khangchendzonga_Biosphere_Reserve_West_Sikkim_Sikkim_India_18.02.2016.jpg,Golden Bush Robin Khangchendzonga Biosphere Reserve West Sikkim Sikkim India 18.02.2016
Golden cuckooshrike,https://wikipedia.org/wiki/Golden_cuckooshrike,https://en.wikipedia.org/wiki/File:CampephagaAurulentaSmit.jpg,CampephagaAurulentaSmit
Golden eagle,https://wikipedia.org/wiki/Golden_eagle,https://en.wikipedia.org/wiki/File:%D0%91%D0%B5%D1%80%D0%BA%D1%83%D1%82_(Aquila_chrysaetos).jpg,Беркут (Aquila chrysaetos)
Golden fruit dove,https://wikipedia.org/wiki/Golden_fruit_dove,https://en.wikipedia.org/wiki/File:Golden_Dove_Male.jpg,Golden Dove Male
Golden greenbul,https://wikipedia.org/wiki/Golden_greenbul,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.126271_1_-_Calyptocichla_serina_(J._%26_E._Verreaux,_1855)_-_Pycnonotidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.126271 1   Calyptocichla serina (J. & E. Verreaux, 1855)   Pycnonotidae   bird skin specimen.jpeg"
Golden grosbeak,https://wikipedia.org/wiki/Golden_grosbeak,https://en.wikipedia.org/wiki/File:Pheucticus_chrysogaster_(male)_-Ecuador-8.jpg,Pheucticus chrysogaster (male)  Ecuador 8
Golden masked owl,https://wikipedia.org/wiki/Golden_masked_owl,N/A,N/A
Golden monarch,https://wikipedia.org/wiki/Golden_monarch,https://en.wikipedia.org/wiki/File:Golden_Monarch_(Monarcha_chrysomela).jpg,Golden Monarch (Monarcha chrysomela)
Golden myna,https://wikipedia.org/wiki/Golden_myna,https://en.wikipedia.org/wiki/File:Golden_Myna.jpg,Golden Myna
Golden nightjar,https://wikipedia.org/wiki/Golden_nightjar,https://en.wikipedia.org/wiki/File:CaprimulgusEximusKeulemans.jpg,CaprimulgusEximusKeulemans
Golden palm weaver,https://wikipedia.org/wiki/Golden_palm_weaver,https://en.wikipedia.org/wiki/File:Golden_Palm_Weaver_-_Meru_-_Kenya_06_8317_(22850470935).jpg,Golden Palm Weaver   Meru   Kenya 06 8317 (22850470935)
Golden parakeet,https://wikipedia.org/wiki/Golden_parakeet,"https://en.wikipedia.org/wiki/File:Guaruba_guarouba_-Gramado_Zoo,_Brazil-8a.jpg","Guaruba guarouba  Gramado Zoo, Brazil 8a"
Golden parrotbill,https://wikipedia.org/wiki/Golden_parrotbill,https://en.wikipedia.org/wiki/File:Golden_Parrotbill.jpg,Golden Parrotbill
Golden pheasant,https://wikipedia.org/wiki/Golden_pheasant,https://en.wikipedia.org/wiki/File:Question_book-new.svg,
Golden pipit,https://wikipedia.org/wiki/Golden_pipit,https://en.wikipedia.org/wiki/File:Pipit_Golden_by_Mark_Tittley.jpg,Pipit Golden by Mark Tittley
Golden swallow,https://wikipedia.org/wiki/Golden_swallow,https://en.wikipedia.org/wiki/File:Adult_Hispaniolan_Golden_Swallow_perched_on_artificial_nest-box.jpg,Adult Hispaniolan Golden Swallow perched on artificial nest box
Golden tanager,https://wikipedia.org/wiki/Golden_tanager,https://en.wikipedia.org/wiki/File:Tangara_arthus_-_T%C3%A1ngara_dorada_-_Golden_Tanager_(8542820434).jpg,Tangara arthus   Tángara dorada   Golden Tanager (8542820434)
Golden vireo,https://wikipedia.org/wiki/Golden_vireo,https://en.wikipedia.org/wiki/File:Golden_Vireo.jpg,Golden Vireo
Golden white-eye,https://wikipedia.org/wiki/Golden_white-eye,https://en.wikipedia.org/wiki/File:Golden_White-Eye_palm.jpg,Small yellow bird with brownish wings and orange pink bill and legs perching on a palm tree frond
Golden-backed bishop,https://wikipedia.org/wiki/Golden-backed_bishop,https://en.wikipedia.org/wiki/File:Euplectes_aureus_cropped.jpg,Euplectes aureus cropped
Golden-backed mountain tanager,https://wikipedia.org/wiki/Golden-backed_mountain_tanager,https://en.wikipedia.org/wiki/File:Cnemathraupis_aureodorsalis_Golden-backed_Mountain-tanager.jpg,Cnemathraupis aureodorsalis Golden backed Mountain tanager
Golden-backed weaver,https://wikipedia.org/wiki/Golden-backed_weaver,https://en.wikipedia.org/wiki/File:Golden-backed_Weaver.jpg,Golden backed Weaver
Golden-backed whistler,https://wikipedia.org/wiki/Golden-backed_whistler,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.130358_1_-_Pachycephala_aurea_Reichenow_,_1899_-_Pachycephalidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.130358 1   Pachycephala aurea Reichenow , 1899   Pachycephalidae   bird skin specimen.jpeg"
Golden-bellied flycatcher,https://wikipedia.org/wiki/Golden-bellied_flycatcher,https://en.wikipedia.org/wiki/File:Myiodynastes_hemichrysus_-Costa_Rica-8.jpg,Myiodynastes hemichrysus  Costa Rica 8
Golden-bellied flyrobin,https://wikipedia.org/wiki/Golden-bellied_flyrobin,"https://en.wikipedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.84382_1_-_Microeca_hemixantha_Sclater,_1883_-_Eopsaltriidae_-_bird_skin_specimen.jpeg","Naturalis Biodiversity Center   RMNH.AVES.84382 1   Microeca hemixantha Sclater, 1883   Eopsaltriidae   bird skin specimen.jpeg"
Golden-bellied gerygone,https://wikipedia.org/wiki/Golden-bellied_gerygone,https://en.wikipedia.org/wiki/File:Gerygone_sulphurea_flaveola(1).JPG,Gerygone sulphurea flaveola(1).JPG
Golden-bellied starfrontlet,https://wikipedia.org/wiki/Golden-bellied_starfrontlet,https://en.wikipedia.org/wiki/File:MonographTrochi4Goul_0142.jpg,MonographTrochi4Goul 0142
Golden-bellied warbler,https://wikipedia.org/wiki/Golden-bellied_warbler,https://en.wikipedia.org/wiki/File:DAB_list_gray.svg,Disambiguation icon
Golden-bellied white-eye,https://wikipedia.org/wiki/Golden-bellied_white-eye,https://en.wikipedia.org/wiki/File:Zosterops_uropygialis_-_The_Birds_of_New_Guinea_(cropped).jpg,Zosterops uropygialis   The Birds of New Guinea (cropped)
Golden-billed saltator,https://wikipedia.org/wiki/Golden-billed_saltator,"https://en.wikipedia.org/wiki/File:Saltator_aurantiirostris_-Machu_Picchu,_Peru-8.jpg","Saltator aurantiirostris  Machu Picchu, Peru 8"
Golden-breasted bunting,https://wikipedia.org/wiki/Golden-breasted_bunting,"https://en.wikipedia.org/wiki/File:Emberiza_flaviventris_-Hluhluwe-Umfolozi_Game_Reserve,_South_Africa-8.jpg","Emberiza flaviventris  Hluhluwe Umfolozi Game Reserve, South Africa 8"
Golden-breasted fruiteater,https://wikipedia.org/wiki/Golden-breasted_fruiteater,https://en.wikipedia.org/wiki/File:Golden-breasted_Fruiteater_-_Granicera_Pechidorada_(Pipreola_aureopectus_festiva)(%E2%99%80)_(14112978623).jpg,Golden breasted Fruiteater   Granicera Pechidorada (Pipreola aureopectus festiva)(♀) (14112978623)
Golden-breasted fulvetta,https://wikipedia.org/wiki/Golden-breasted_fulvetta,https://en.wikipedia.org/wiki/File:Golden-breasted_Fulvetta_Pangolakha_Wildlife_Sanctuary_East_Sikkim_India_20.10.2015.jpg,Golden breasted Fulvetta Pangolakha Wildlife Sanctuary East Sikkim India 20.10.2015
Golden-breasted puffleg,https://wikipedia.org/wiki/Golden-breasted_puffleg,https://en.wikipedia.org/wiki/File:Golden-Breasted_Puffleg_(Eriocnemis_mosquera).jpg,Golden Breasted Puffleg (Eriocnemis mosquera)
Golden-breasted starling,https://wikipedia.org/wiki/Golden-breasted_starling,https://en.wikipedia.org/wiki/File:Golden-breasted_Starling_Cosmopsarus_regius_Back_1000px.jpg,Golden breasted Starling Cosmopsarus regius Back 1000px
Golden-browed chat-tyrant,https://wikipedia.org/wiki/Golden-browed_chat-tyrant,https://en.wikipedia.org/wiki/File:Silvicultrix_pulchella_Smit.jpg,Silvicultrix pulchella Smit
Golden-browed chlorophonia,https://wikipedia.org/wiki/Golden-browed_chlorophonia,https://en.wikipedia.org/wiki/File:Chlorophonia_callophrys_06.jpg,Chlorophonia callophrys 06
Golden-browed warbler,https://wikipedia.org/wiki/Golden-browed_warbler,https://en.wikipedia.org/wiki/File:Golden-browed_Warbler.jpg,Golden browed Warbler
Golden-capped parakeet,https://wikipedia.org/wiki/Golden-capped_parakeet,https://en.wikipedia.org/wiki/File:Aratinga_auricapilla_(Wroclaw_zoo)-1.JPG,Aratinga auricapilla (Wroclaw zoo) 1.JPG
